fact_campaign_key,campaign_key,user_key,event_key,marketing_team_key,country_key,device_key,user_country,user_state,device_type,event_type,user_id,user_name,digital_marketing_team,marketing_place,course_campaign_id,course_campaign_name,course_campaign_start_date,course_campaign_end_date,user_response_time,event_status,event_count,campaign_year,campaign_month,campaign_day
2020823,947,473-Lyndsay Suche,5,1,United States-Texas,3,United States,Texas,mobile,email_bounce,473,Lyndsay Suche,IND_BDQ_DIGEX,BDQ,117251194,email_podcasting_155,5/6/2022,5/20/2022,-1,0,1,2022,5,6
2021312,60,324-Donn Bouts,5,8,United States-Kentucky,3,United States,Kentucky,mobile,email_bounce,324,Donn Bouts,IND_PAT_DIGEX,PAT,4429264139,email_youtube_marketing_8,5/4/2022,5/18/2022,-1,0,2,2022,5,4
2021624,745,118-Clare Bigham,6,10,United States-Texas,1,United States,Texas,tablet,email_sent,118,Clare Bigham,IND_VTZ_DIGEX,VTZ,8532570925,email_podcasting_121,5/5/2022,5/19/2022,1651708708,1,1,2022,5,5
2021706,888,685-Martie Pickrell,6,1,United States-Florida,1,United States,Florida,tablet,email_sent,685,Martie Pickrell,IND_BDQ_DIGEX,BDQ,5895337775,email_youtube_marketing_181,5/4/2022,5/18/2022,1651633370,1,1,2022,5,4
2022187,611,999-Tally O'Keeffe,6,1,United States-Florida,1,United States,Florida,tablet,email_sent,999,Tally O'Keeffe,IND_BDQ_DIGEX,BDQ,8530910265,email_podcasting_84,5/7/2022,5/21/2022,1651903782,1,1,2022,5,7
2022872,586,999-Tally O'Keeffe,3,4,United States-Florida,1,United States,Florida,tablet,email_no_unsubscribe,999,Tally O'Keeffe,IND_DEL_DIGEX,DEL,1182042287,email_email_marketing_116,5/6/2022,5/20/2022,-1,0,1,2022,5,6
2023519,819,594-Mitchael Bowgen,3,5,United States-Virginia,1,United States,Virginia,tablet,email_no_unsubscribe,594,Mitchael Bowgen,IND_ISK_DIGEX,ISK,3770274326,email_copywriting_34,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2023767,914,782-Myrwyn Lundy,5,8,United States-Florida,1,United States,Florida,tablet,email_bounce,782,Myrwyn Lundy,IND_PAT_DIGEX,PAT,536775109,email_podcasting_112,5/5/2022,5/19/2022,-1,0,2,2022,5,5
2024222,233,674-Harlen Poad,1,1,United States-Ohio,1,United States,Ohio,tablet,email_click,674,Harlen Poad,IND_BDQ_DIGEX,BDQ,8770821534,email_youtube_marketing_183,5/5/2022,5/19/2022,-1,1,1,2022,5,5
2024474,252,908-Fran Balme,1,9,United States-Tennessee,1,United States,Tennessee,tablet,email_click,908,Fran Balme,IND_STV_DIGEX,STV,2304582516,email_podcasting_160,5/6/2022,5/20/2022,1651794215,1,1,2022,5,6
2024586,133,548-Tristam Ravenscroft,2,1,United States-Connecticut,1,United States,Connecticut,tablet,email_no_click,548,Tristam Ravenscroft,IND_BDQ_DIGEX,BDQ,7948911847,email_email_marketing_161,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2024771,352,185-Ricki Dimmick,7,1,United States-Washington,2,United States,Washington,laptop,email_open,185,Ricki Dimmick,IND_BDQ_DIGEX,BDQ,2532503475,email_email_marketing_18,5/4/2022,5/18/2022,1651700157,1,1,2022,5,4
2025190,752,755-Graham Keefe,7,1,United States-New York,2,United States,New York,laptop,email_open,755,Graham Keefe,IND_BDQ_DIGEX,BDQ,3384027973,email_podcasting_17,5/5/2022,5/19/2022,1651767940,1,1,2022,5,5
2025616,84,423-Georgette Fifoot,7,1,United States-Kentucky,3,United States,Kentucky,mobile,email_open,423,Georgette Fifoot,IND_BDQ_DIGEX,BDQ,1314361694,email_youtube_marketing_114,5/5/2022,5/19/2022,-1,1,2,2022,5,5
2026269,985,318-Coral Bentham3,1,2,United States-California,3,United States,California,mobile,email_click,318,Coral Bentham3,IND_CCU_DIGEX,CCU,5087692958,email_youtube_marketing_97,5/8/2022,5/22/2022,-1,1,1,2022,5,8
2026808,289,989-Vidovik Kerfut,3,1,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,989,Vidovik Kerfut,IND_BDQ_DIGEX,BDQ,3855129185,email_podcasting_95,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2027496,429,707-Morna Ellaman,2,8,United States-Alaska,3,United States,Alaska,mobile,email_no_click,707,Morna Ellaman,IND_PAT_DIGEX,PAT,6274383743,email_youtube_marketing_10,5/7/2022,5/21/2022,-1,0,1,2022,5,7
2027655,217,395-Felic Ladbrook,3,1,United States-Texas,3,United States,Texas,mobile,email_no_unsubscribe,395,Felic Ladbrook,IND_BDQ_DIGEX,BDQ,6394430544,email_podcasting_123,5/4/2022,5/18/2022,-1,0,1,2022,5,4
2027866,76,808-Yankee Nurny,8,9,United States-Texas,1,United States,Texas,tablet,email_no_open,808,Yankee Nurny,IND_STV_DIGEX,STV,355653907,email_podcasting_140,5/5/2022,5/19/2022,-1,0,2,2022,5,5
2028377,140,740-Jammie Langfitt,2,10,United States-Texas,3,United States,Texas,mobile,email_no_click,740,Jammie Langfitt,IND_VTZ_DIGEX,VTZ,347370608,email_podcasting_58,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2030154,56,353-Eula De Marchi,7,1,United States-Arizona,2,United States,Arizona,laptop,email_open,353,Eula De Marchi,IND_BDQ_DIGEX,BDQ,595095534,email_youtube_marketing_9,5/4/2022,5/18/2022,1651661329,1,1,2022,5,4
2030162,482,220-Ernie Saby,7,1,United States-Texas,1,United States,Texas,tablet,email_open,220,Ernie Saby,IND_BDQ_DIGEX,BDQ,3252510499,email_podcasting_153,5/2/2022,5/16/2022,1651498538,1,1,2022,5,2
2030511,432,498-Anne Bernardini,6,10,United States-Florida,3,United States,Florida,mobile,email_sent,498,Anne Bernardini,IND_VTZ_DIGEX,VTZ,1045391123,email_podcasting_94,5/7/2022,5/21/2022,1651922954,1,1,2022,5,7
2031211,58,317-Owen Clowley,6,10,United States-Illinois,3,United States,Illinois,mobile,email_sent,317,Owen Clowley,IND_VTZ_DIGEX,VTZ,5137920061,email_youtube_marketing_194,5/4/2022,5/18/2022,1651620469,1,1,2022,5,4
2031293,519,212-Talbot Largan,6,9,United States-Texas,2,United States,Texas,laptop,email_sent,212,Talbot Largan,IND_STV_DIGEX,STV,6954694975,email_youtube_marketing_143,5/4/2022,5/18/2022,1651653065,1,1,2022,5,4
2031497,556,75-Farley Dalligan,6,9,United States-Tennessee,3,United States,Tennessee,mobile,email_sent,75,Farley Dalligan,IND_STV_DIGEX,STV,8658296644,email_podcasting_186,5/5/2022,5/19/2022,1651764360,1,1,2022,5,5
2031743,90,262-Wiley Lyes,6,10,United States-California,3,United States,California,mobile,email_sent,262,Wiley Lyes,IND_VTZ_DIGEX,VTZ,7192004936,email_youtube_marketing_25,5/6/2022,5/20/2022,1651844985,1,1,2022,5,6
2031996,914,908-Fran Balme,7,8,United States-Tennessee,1,United States,Tennessee,tablet,email_open,908,Fran Balme,IND_PAT_DIGEX,PAT,536775109,email_podcasting_112,5/5/2022,5/19/2022,1651759929,1,1,2022,5,5
2032303,262,800-Anny Brithman,3,9,United States-Florida,1,United States,Florida,tablet,email_no_unsubscribe,800,Anny Brithman,IND_STV_DIGEX,STV,3024352600,email_youtube_marketing_35,5/6/2022,5/20/2022,-1,0,1,2022,5,6
2033091,448,503-Keely Peasee,3,1,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,503,Keely Peasee,IND_BDQ_DIGEX,BDQ,7320942526,email_email_marketing_60,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2033519,625,547-Rolando Willshaw,3,1,United States-Massachusetts,2,United States,Massachusetts,laptop,email_no_unsubscribe,547,Rolando Willshaw,IND_BDQ_DIGEX,BDQ,366340042,email_copywriting_41,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2033564,470,89-Min Reams,5,8,United States-Missouri,1,United States,Missouri,tablet,email_bounce,89,Min Reams,IND_PAT_DIGEX,PAT,3628993067,email_youtube_marketing_4,5/1/2022,5/15/2022,-1,0,1,2022,5,1
2033747,586,713-Neely O'Hallagan,1,4,United States-Alaska,3,United States,Alaska,mobile,email_click,713,Neely O'Hallagan,IND_DEL_DIGEX,DEL,1182042287,email_email_marketing_116,5/6/2022,5/20/2022,-1,1,1,2022,5,6
2033825,359,721-Arne Penk,5,1,United States-Michigan,3,United States,Michigan,mobile,email_bounce,721,Arne Penk,IND_BDQ_DIGEX,BDQ,1630614238,email_youtube_marketing_184,5/4/2022,5/18/2022,-1,0,1,2022,5,4
2034367,411,998-Ricki Bursnell,3,9,United States-Ohio,1,United States,Ohio,tablet,email_no_unsubscribe,998,Ricki Bursnell,IND_STV_DIGEX,STV,8683562360,email_youtube_marketing_98,5/6/2022,5/20/2022,-1,0,2,2022,5,6
2035009,808,329-Charin Wrout,2,10,United States-Michigan,3,United States,Michigan,mobile,email_no_click,329,Charin Wrout,IND_VTZ_DIGEX,VTZ,290734339,email_youtube_marketing_66,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2035525,126,224-Annabell Silvester,1,10,United States-California,2,United States,California,laptop,email_click,224,Annabell Silvester,IND_VTZ_DIGEX,VTZ,2753739617,email_podcasting_47,5/7/2022,5/21/2022,1652029739,1,1,2022,5,7
2036782,628,254-Nathan Kinsman,7,10,United States-Florida,2,United States,Florida,laptop,email_open,254,Nathan Kinsman,IND_VTZ_DIGEX,VTZ,1878917625,email_podcasting_41,5/8/2022,5/22/2022,1652018476,1,1,2022,5,8
2036832,123,568-Zacharias Melpuss,7,10,United States-Tennessee,1,United States,Tennessee,tablet,email_open,568,Zacharias Melpuss,IND_VTZ_DIGEX,VTZ,2561668355,email_podcasting_125,5/7/2022,5/21/2022,-1,1,1,2022,5,7
2037770,658,452-Kelcie Grayland,3,10,United States-Alabama,2,United States,Alabama,laptop,email_no_unsubscribe,452,Kelcie Grayland,IND_VTZ_DIGEX,VTZ,6540962649,email_youtube_marketing_10,5/1/2022,5/15/2022,-1,0,1,2022,5,1
2038850,335,757-Sophronia Nelm,6,10,United States-Texas,2,United States,Texas,laptop,email_sent,757,Sophronia Nelm,IND_VTZ_DIGEX,VTZ,4942708567,email_email_marketing_136,5/3/2022,5/17/2022,1651571759,1,1,2022,5,3
2039225,940,377-Judith Redwall,3,10,United States-Texas,3,United States,Texas,mobile,email_no_unsubscribe,377,Judith Redwall,IND_VTZ_DIGEX,VTZ,2478838990,email_podcasting_187,5/6/2022,5/20/2022,-1,0,1,2022,5,6
2039815,37,708-Ozzie Maes,3,1,United States-Texas,1,United States,Texas,tablet,email_no_unsubscribe,708,Ozzie Maes,IND_BDQ_DIGEX,BDQ,569530083,email_youtube_marketing_67,5/3/2022,5/17/2022,-1,0,1,2022,5,3
2040349,282,964-Verna Reisenberg,1,10,United States-New York,1,United States,New York,tablet,email_click,964,Verna Reisenberg,IND_VTZ_DIGEX,VTZ,1850280797,email_youtube_marketing_15,5/8/2022,5/22/2022,1652165200,1,1,2022,5,8
2040695,481,417-Bard Boules,1,7,United States-Texas,3,United States,Texas,mobile,email_click,417,Bard Boules,IND_MYQ_DIGEX,MYQ,7358828445,email_internet_marketing_108,5/2/2022,5/16/2022,1651549758,1,1,2022,5,2
2040749,337,786-Arnie Hamm,1,7,United States-Texas,2,United States,Texas,laptop,email_click,786,Arnie Hamm,IND_MYQ_DIGEX,MYQ,107425432,email_podcasting_170,5/3/2022,5/17/2022,-1,1,1,2022,5,3
2040891,561,216-Gustavus Bramich,7,10,United States-Indiana,1,United States,Indiana,tablet,email_open,216,Gustavus Bramich,IND_VTZ_DIGEX,VTZ,8944561400,email_email_marketing_38,5/5/2022,5/19/2022,1651781253,1,1,2022,5,5
2041378,920,526-Fleming Schwandermann,7,8,United States-Texas,1,United States,Texas,tablet,email_open,526,Fleming Schwandermann,IND_PAT_DIGEX,PAT,7217088410,email_youtube_marketing_183,5/5/2022,5/19/2022,1651772404,1,1,2022,5,5
2041492,823,505-Nicola Valett,7,1,United States-California,2,United States,California,laptop,email_open,505,Nicola Valett,IND_BDQ_DIGEX,BDQ,2660183023,email_podcasting_170,5/8/2022,5/22/2022,1652052482,1,1,2022,5,8
2041652,753,528-Ben Dowzell,6,10,United States-Mississippi,1,United States,Mississippi,tablet,email_sent,528,Ben Dowzell,IND_VTZ_DIGEX,VTZ,9963540570,email_email_marketing_81,5/5/2022,5/19/2022,1651747380,1,1,2022,5,5
2041963,314,357-Petronille Labdon,6,10,United States-Florida,2,United States,Florida,laptop,email_sent,357,Petronille Labdon,IND_VTZ_DIGEX,VTZ,6572111199,email_podcasting_197,5/2/2022,5/16/2022,1651490502,1,1,2022,5,2
2042715,792,131-Nehemiah Ferron,3,10,United States-Florida,2,United States,Florida,laptop,email_no_unsubscribe,131,Nehemiah Ferron,IND_VTZ_DIGEX,VTZ,2197754092,email_podcasting_49,5/7/2022,5/21/2022,-1,0,1,2022,5,7
2042797,862,250-Mahmud Valero,3,10,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,250,Mahmud Valero,IND_VTZ_DIGEX,VTZ,9587944429,email_youtube_marketing_155,5/2/2022,5/16/2022,-1,0,1,2022,5,2
2042931,358,698-Barron Bonnett,3,10,United States-Pennsylvania,1,United States,Pennsylvania,tablet,email_no_unsubscribe,698,Barron Bonnett,IND_VTZ_DIGEX,VTZ,1855166704,email_podcasting_186,5/4/2022,5/18/2022,-1,0,1,2022,5,4
2042998,613,233-Shanta Bransgrove,3,10,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,233,Shanta Bransgrove,IND_VTZ_DIGEX,VTZ,8746453490,email_podcasting_103,5/7/2022,5/21/2022,-1,0,1,2022,5,7
2043245,397,642-Teriann Tiffin,3,10,United States-Colorado,1,United States,Colorado,tablet,email_no_unsubscribe,642,Teriann Tiffin,IND_VTZ_DIGEX,VTZ,389424889,email_podcasting_111,5/5/2022,5/19/2022,-1,0,1,2022,5,5
2043269,108,466-Ingelbert Gammon,3,1,United States-Maryland,1,United States,Maryland,tablet,email_no_unsubscribe,466,Ingelbert Gammon,IND_BDQ_DIGEX,BDQ,9462637563,email_podcasting_70,5/7/2022,5/21/2022,-1,0,2,2022,5,7
2043419,104,583-Eugene Cancutt,1,10,United States-Texas,1,United States,Texas,tablet,email_click,583,Eugene Cancutt,IND_VTZ_DIGEX,VTZ,6753605673,email_podcasting_44,5/6/2022,5/20/2022,-1,1,1,2022,5,6
2043558,577,547-Rolando Willshaw,1,10,United States-Massachusetts,2,United States,Massachusetts,laptop,email_click,547,Rolando Willshaw,IND_VTZ_DIGEX,VTZ,1954873107,email_youtube_marketing_116,5/6/2022,5/20/2022,-1,1,1,2022,5,6
2043884,659,154-Ethelred Jirak,1,1,United States-Indiana,1,United States,Indiana,tablet,email_click,154,Ethelred Jirak,IND_BDQ_DIGEX,BDQ,7610779997,email_email_marketing_113,5/1/2022,5/15/2022,-1,1,1,2022,5,1
2044015,868,251-Lacy Wedmore.,2,10,United States-California,1,United States,California,tablet,email_no_click,251,Lacy Wedmore.,IND_VTZ_DIGEX,VTZ,9642032716,email_email_marketing_56,5/2/2022,5/16/2022,-1,0,1,2022,5,2
2045047,669,946-Lucine Cardew,8,10,United States-Tennessee,1,United States,Tennessee,tablet,email_no_open,946,Lucine Cardew,IND_VTZ_DIGEX,VTZ,6432545579,email_email_marketing_190,5/2/2022,5/16/2022,-1,0,1,2022,5,2
2045138,376,820-Antonin Donaghie,7,1,United States-Florida,1,United States,Florida,tablet,email_open,820,Antonin Donaghie,IND_BDQ_DIGEX,BDQ,1435410920,email_google_analytics_132,5/4/2022,5/18/2022,1651677590,1,1,2022,5,4
2045336,461,595-Shea Sotheron,7,1,United States-Louisiana,1,United States,Louisiana,tablet,email_open,595,Shea Sotheron,IND_BDQ_DIGEX,BDQ,339956046,email_google_analytics_34,5/1/2022,5/15/2022,1651381209,1,1,2022,5,1
2045582,184,272-Gregoire Canario,7,9,United States-California,1,United States,California,tablet,email_open,272,Gregoire Canario,IND_STV_DIGEX,STV,3479725996,email_copywriting_26,5/3/2022,5/17/2022,1651568787,1,2,2022,5,3
2046078,670,887-Chad Wartnaby,4,10,United States-Connecticut,3,United States,Connecticut,mobile,email_unsubscribe,887,Chad Wartnaby,IND_VTZ_DIGEX,VTZ,6044547086,email_podcasting_154,5/2/2022,5/16/2022,1651588610,1,1,2022,5,2
2046140,541,918-Mercy McVane,4,9,United States-West Virginia,3,United States,West Virginia,mobile,email_unsubscribe,918,Mercy McVane,IND_STV_DIGEX,STV,6337056787,email_youtube_marketing_108,5/4/2022,5/18/2022,-1,1,1,2022,5,4
2046588,518,42-Sherlock McReidy,4,1,United States-Colorado,3,United States,Colorado,mobile,email_unsubscribe,42,Sherlock McReidy,IND_BDQ_DIGEX,BDQ,35686200,email_podcasting_88,5/4/2022,5/18/2022,1651813652,1,1,2022,5,4
2047019,903,404-Clarence Jarmaine,6,10,United States-Wisconsin,2,United States,Wisconsin,laptop,email_sent,404,Clarence Jarmaine,IND_VTZ_DIGEX,VTZ,9038785402,email_podcasting_30,5/4/2022,5/18/2022,1651670964,1,1,2022,5,4
2047042,463,957-Maritsa Greve,6,3,United States-Texas,2,United States,Texas,laptop,email_sent,957,Maritsa Greve,IND_DED_DIGEX,DED,5702438523,email_podcasting_141,5/1/2022,5/15/2022,1651405943,1,1,2022,5,1
2047270,371,850-Kris Hendren,6,10,United States-Texas,1,United States,Texas,tablet,email_sent,850,Kris Hendren,IND_VTZ_DIGEX,VTZ,7917902463,email_podcasting_49,5/4/2022,5/18/2022,1651643469,1,1,2022,5,4
2047304,243,467-Urbano Trobey,6,9,United States-Illinois,3,United States,Illinois,mobile,email_sent,467,Urbano Trobey,IND_STV_DIGEX,STV,4471536257,email_podcasting_35,5/5/2022,5/19/2022,1651707395,1,1,2022,5,5
2047583,456,47-Nicki Taile,7,10,United States-Kentucky,2,United States,Kentucky,laptop,email_open,47,Nicki Taile,IND_VTZ_DIGEX,VTZ,6037578141,email_email_marketing_91,5/1/2022,5/15/2022,1651499562,1,1,2022,5,1
2047948,703,6-Dyann Giblett,8,1,United States-West Virginia,1,United States,West Virginia,tablet,email_no_open,6,Dyann Giblett,IND_BDQ_DIGEX,BDQ,1014957729,email_email_marketing_139,5/3/2022,5/17/2022,-1,0,1,2022,5,3
2048467,342,884-Vevay Antoniat,4,1,United States-Maryland,3,United States,Maryland,mobile,email_unsubscribe,884,Vevay Antoniat,IND_BDQ_DIGEX,BDQ,2703988044,email_podcasting_5,5/3/2022,5/17/2022,1651615284,1,1,2022,5,3
2048710,24,96-Major Goodchild,4,1,United States-Texas,2,United States,Texas,laptop,email_unsubscribe,96,Major Goodchild,IND_BDQ_DIGEX,BDQ,5719201890,email_youtube_marketing_192,5/2/2022,5/16/2022,-1,1,1,2022,5,2
2048762,269,748-Bartholemy Madsen,4,10,United States-Georgia,3,United States,Georgia,mobile,email_unsubscribe,748,Bartholemy Madsen,IND_VTZ_DIGEX,VTZ,113942117,email_podcasting_177,5/7/2022,5/21/2022,-1,1,1,2022,5,7
2049748,697,199-Shelia Grimsell,6,10,United States-Massachusetts,1,United States,Massachusetts,tablet,email_sent,199,Shelia Grimsell,IND_VTZ_DIGEX,VTZ,1020062355,email_podcasting_158,5/3/2022,5/17/2022,1651530650,1,1,2022,5,3
2050436,496,140-Adriano Lysons,4,6,United States-Texas,1,United States,Texas,tablet,email_unsubscribe,140,Adriano Lysons,IND_IXC_DIGEX,IXC,9049932215,email_youtube_marketing_153,5/2/2022,5/16/2022,-1,1,1,2022,5,2
2051148,792,200-Davide Porcher,8,10,United States-Arkansas,2,United States,Arkansas,laptop,email_no_open,200,Davide Porcher,IND_VTZ_DIGEX,VTZ,2197754092,email_podcasting_49,5/7/2022,5/21/2022,-1,0,1,2022,5,7
2051305,602,471-Fax Vedstra,8,9,United States-Tennessee,1,United States,Tennessee,tablet,email_no_open,471,Fax Vedstra,IND_STV_DIGEX,STV,567044009,email_youtube_marketing_141,5/7/2022,5/21/2022,-1,0,1,2022,5,7
2051393,479,240-Rayshell Neathway,7,10,United States-Texas,1,United States,Texas,tablet,email_open,240,Rayshell Neathway,IND_VTZ_DIGEX,VTZ,6992462555,email_youtube_marketing_89,5/2/2022,5/16/2022,1651502200,1,1,2022,5,2
2052564,436,338-Antonio Lassell,6,10,United States-Texas,3,United States,Texas,mobile,email_sent,338,Antonio Lassell,IND_VTZ_DIGEX,VTZ,4589188260,email_podcasting_190,5/8/2022,5/22/2022,1652017815,1,1,2022,5,8
2052632,836,568-Zacharias Melpuss,6,10,United States-Tennessee,1,United States,Tennessee,tablet,email_sent,568,Zacharias Melpuss,IND_VTZ_DIGEX,VTZ,5649209766,email_copywriting_73,5/1/2022,5/15/2022,1651346260,1,1,2022,5,1
2052819,873,297-Hailey Pastor,6,10,United States-Idaho,3,United States,Idaho,mobile,email_sent,297,Hailey Pastor,IND_VTZ_DIGEX,VTZ,1004114346,email_youtube_marketing_178,5/3/2022,5/17/2022,1651527019,1,1,2022,5,3
2052844,423,753-Gaston Lebbon,6,10,United States-Florida,1,United States,Florida,tablet,email_sent,753,Gaston Lebbon,IND_VTZ_DIGEX,VTZ,1406202282,email_podcasting_83,5/7/2022,5/21/2022,1651866483,1,1,2022,5,7
2053348,903,844-Berkly Scarlan,7,10,United States-Illinois,1,United States,Illinois,tablet,email_open,844,Berkly Scarlan,IND_VTZ_DIGEX,VTZ,9038785402,email_podcasting_30,5/4/2022,5/18/2022,-1,1,1,2022,5,4
2053356,142,338-Antonio Lassell,7,9,United States-Texas,3,United States,Texas,mobile,email_open,338,Antonio Lassell,IND_STV_DIGEX,STV,8465352771,email_copywriting_183,5/8/2022,5/22/2022,1652074067,1,1,2022,5,8
2054046,46,138-Jere Towlson,6,10,United States-Oregon,3,United States,Oregon,mobile,email_sent,138,Jere Towlson,IND_VTZ_DIGEX,VTZ,9931239603,email_youtube_marketing_149,5/3/2022,5/17/2022,1651581793,1,2,2022,5,3
2054111,95,610-Gayle Azemar,6,1,United States-Texas,1,United States,Texas,tablet,email_sent,610,Gayle Azemar,IND_BDQ_DIGEX,BDQ,4667951028,email_internet_marketing_113,5/6/2022,5/20/2022,1651836421,1,1,2022,5,6
2054266,894,716-Lila Grzeszczak,6,10,United States-Wisconsin,3,United States,Wisconsin,mobile,email_sent,716,Lila Grzeszczak,IND_VTZ_DIGEX,VTZ,405669046,email_youtube_marketing_110,5/4/2022,5/18/2022,1651635103,1,1,2022,5,4
